2000,18117
2000,11702
2000,18777
2000,24832
2000,32677
2000,10407
2000,27239
2000,4366
2000,16991
2000,11163
2000,22895
2000,12284
2000,13025
2000,12992
2000,16221
2000,6200
2000,4296
2000,10124
2000,9832
2000,227
2000,10346
2000,2701
2000,2793
2000,6292
2000,18001
2000,13867
2000,13356
2000,8116
2000,6239
2000,9745
2000,12512
2000,31794
2000,16781
2000,20749
2000,9433
2000,21160
2000,18684
2000,16493
2000,8384
2000,3700
2000,19198
2000,9877
2000,2612
2000,17558
2000,23650
2000,4822
2000,120027
2000,13237
2000,92585
2000,7008
2000,45610
2000,13231
2000,5025
2000,723
2000,19231
2000,15952
2000,18245
2000,10195
2000,30048
2000,17507
2000,16069
2000,13913
2000,20515
2000,21278
2000,9991
2000,13043
2000,12681
2000,14719
2000,15516
2000,27860
2000,3134
2000,15267
2000,39795
2000,12825
2000,46145
2000,30375
2000,16653
2000,12127
2000,9032
2000,22203
2000,11112
2000,18718
2000,17535
2000,4239
2000,2191
2000,9840
2000,11866
2000,7264
2000,13401
2000,17855
2000,13326
2000,15416
2000,845
2000,9458
2000,6231
2000,16352
2000,12632
2000,95724
2000,622
2000,4949
2000,21848
2000,28770
2000,2851
2000,2336
2000,20241
2000,18460
2000,11248
2000,19818
2000,19784
2000,6667
2000,27605
2000,56295
2000,109025
2000,17078
2000,22420
2000,12098
2000,2843
2000,849
2000,5187
2000,15745
2000,16691
2000,6604
2000,8712
2000,47529
2000,44745
2000,29552
2000,2203
2000,68239
2000,2412
2000,3345
2000,3905
2000,10880
2000,27279
2000,20061
2000,12014
2000,18734
2000,6862
2000,46467
2000,4649
2000,5054
2000,11184
2000,13155
2000,7013
2000,6374
2000,67027
2000,15545
2000,21492
2000,34207
2000,19824
2000,3455
2000,24782
2000,643
2000,13137
2000,18575
2000,37151
2000,6472
2000,1075
2000,15811
2000,186845
2000,981
2000,20524
2000,23262
2000,54075
2000,7894
2000,27067
2000,1754
2000,46196
2000,3910
2000,14779
2000,11273
2000,16380
2000,14863
2000,34333
2000,15822
2000,10726
2000,26237
2000,17007
2000,3210
2000,38894
2000,27406
2000,7461
2000,2319
2000,80518
2000,860
2000,4862
2000,3644
2000,1746
2000,17890
2000,14116
2000,20984
2000,6281
2000,12722
2000,6003
2000,26905
2000,10431
2000,11354
2000,66104
2000,7144
2000,59151
2000,14371
2000,52944
2000,9231
2000,3299
2000,11977
2000,3077
2000,12289
2000,15922
2000,15172
2000,19540
2000,1625
2000,133
2000,26680
2000,10345
2000,20420
2000,3735
2000,242
2000,4453
2000,10629
2000,22899
2000,293
2000,12264
2000,17786
2000,19903
2000,15705
2000,24797
2000,581
2000,12069
2000,15712
2000,9272
2000,22007
2000,14413
2000,9840
2000,17142
2000,5613
2000,13866
2000,18210
2000,5230
2000,19554
2000,30959
2000,18828
2000,15171
2000,36365
2000,7478
2000,21306
2000,41881
2000,20106
2000,13793
2000,8336
2000,20262
2000,8833
2000,1378
2000,1075
2000,19149
2000,3428
2000,16086
2000,724
2000,16197
2000,2306
2000,13048
2000,12647
2000,23226
2000,41334
2000,8666
2000,19731
2000,20326
2000,12792
2000,26742
2000,35358
2000,9688
2000,51472
2000,30701
2000,11698
2000,4455
2000,16554
2000,6576
2000,6646
2000,4752
2000,5997
2000,12409
2000,3318
2000,103214
2000,1984
2000,7513
2000,29781
2000,7853
2000,1480
2000,55695
2000,30953
2000,74667
2000,9731
2000,11043
2000,1912
2000,882
2000,46038
2000,28311
2000,15789
2000,501
2000,22649
2000,8571
2000,1635
2000,20821
2000,21855
2000,19960
2000,1192
2000,11368
2000,3050
2000,37528
2000,3168
2000,5000
2000,8183
2000,14405
2000,13937
2000,21526
2000,12534
2000,21456
2000,130094
2000,6817
2000,9166
2000,11045
2000,8061
2000,15414
2000,29232
2000,5059
2000,52847
2000,12044
2000,3562
2000,12846
2000,12714
2000,13178
2000,24092
2000,88040
2000,11107
2000,15908
2000,16055
2000,43714
2000,6251
2000,14571
2000,13773
2000,30286
2000,817
2000,4372
2000,309
2000,94931
2000,22806
2000,9291
2000,7824
2000,7449
2000,10123
2000,6273
2000,26364
2000,14416
2000,128323
2000,288
2000,9628
2000,15286
2000,24503
2000,4499
2000,42414
2000,2005
2000,15417
2000,6098
2000,46661
2000,14628
2000,2322
2000,21822
2000,12437
2000,33573
2000,30250
2000,34670
2000,16323
2000,34490
2000,58041
2000,1329
2000,8733
2000,628
2000,10627
2000,18305
2000,5660
2000,8748
2001,38688
2001,15350
2001,1488
2001,15984
2001,20673
2001,21427
2001,3803
2001,4914
2001,6456
2001,9692
2001,74380
2001,1806
2001,773
2001,17989
2001,18409
2001,3471
2001,10604
2001,27399
2001,7015
2001,10161
2001,8330
2001,2501
2001,7481
2001,1862
2001,7470
2001,17031
2001,2683
2001,14447
2001,495
2001,4131
2001,999
2001,18818
2001,11692
2001,5156
2001,4222
2001,11046
2001,49902
